Sr. No.,Brand,Category,Product Name,ASIN,Product URL,Sales Frequency,Title,Description,Bulletpoints(3),Grade,Spell check,Dimensions details,Sentence case,A+ content,Grade2,Main image,Additional images,Infographics,Lifestyles,Video,A+ Content3,Info/lifestyle Total,Total Images,Info present,Lifestyle present,Video present or not,A+ content4,Image quality,Product information,Remark,Score,Grade5,Final Grade,Amazon USA,Amazon UK,Amazon CA,Amazon MX,Amazon Germany,Amazon France,Amazon Italy,Amazon Spain,Amazon Netherlands,Amazon Belgium,Amazon Sweden ,Amazon Poland,Amazon Australia,Amazon Japan,Amazon Singapore,Amazon UAE
2060,AADAR,Health & Personal Care,AADAR ENDURE Oil Modern Ayurveda with 10 herbs Shilajit & Musli (30 ml) (Pack of 3),B09W9D83MG,https://www.amazon.in/dp/B09W9D83MG,,1,1,1,A,0,1,0,0,C,1,0,2,0,1,0,2,3,1,0,1,0,acceptable,available,,37%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,AADAR,Health & Personal Care,AADAR POWER BUILD | Ayurvedic Muscle Gain Capsules | Shatavari Safed musli and Gokhru | Helps in Muscle Recovery and Improves Performance | 30 Capsules (Pack 3),B098T5W2BK,https://www.amazon.in/dp/B098T5W2BK,,1,1,1,A,0,1,0,1,C,1,3,2,0,1,1,2,6,1,0,1,1,acceptable,available,,73%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Powder – For Healthy Blood Sugar Levels 100 GM, with Neem and Aloe Vera (Pack of 1)",B07D7ZFKR6,https://www.amazon.in/dp/B07D7ZFKR6,,1,1,1,A,0,1,0,1,C,1,2,3,1,0,1,4,7,1,1,0,1,acceptable,available,,79%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,AADAR,Health & Personal Care,"AADAR ReLAX relief from Constipation, Digestion and Gastric Problem, 60 Capsules (Pack of 3) - with Senna, Haritaki (Harad), Ajwain",B07HLCZQXY,https://www.amazon.in/dp/B07HLCZQXY,,1,1,1,A,0,1,0,1,C,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,AADAR,Health & Personal Care,"AADAR PerforMANce | Ayurvedic Strength Booster | Stamina and Vitality for Men | Safed Musli, Ashwagandha, Gokshura | 60 Capsules (Pack of 3)",B09NXBPWCS,https://www.amazon.in/dp/B09NXBPWCS,,1,1,1,A,0,1,0,0,C,1,2,3,0,1,0,3,6,1,0,1,0,acceptable,available,,53%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,AADAR,Health & Personal Care,"AADAR GOOD HERBS Hair Oil | Ayurvedic Hair Fall and Damage Control | Supports Hair Grows | Red Onion, Bhringraj, Hibiscus, Virgin Coconut | 100ml (Pack of 2)",B09QQHGRFN,https://www.amazon.in/dp/B09QQHGRFN,,1,1,1,A,0,1,0,1,C,1,2,4,1,1,1,5,8,1,1,1,1,acceptable,available,,94%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,AADAR,Health & Personal Care,"AADAR WEIGHT NO MORE | Natural Fat Burn and Weight Loss Product for Men and Women | 120 Capsules (Pack of 2) | Garcinia, Triphala, Fenugreek (Methi)",B07YB8ZYDZ,https://www.amazon.in/dp/B07YB8ZYDZ,,1,1,1,A,0,1,0,1,C,1,3,2,0,2,1,2,6,1,0,1,1,acceptable,available,,73%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,AADAR,Health & Personal Care,AADAR Ayurveda Pure Himalayan Shilajit Resin | Pure Shilajit Resin | 15gm (Pack of 2),B09SB2B533,https://www.amazon.in/dp/B09SB2B533,,1,1,1,A,0,1,0,1,C,1,4,2,1,1,1,3,8,1,1,1,1,acceptable,available,,94%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Capsules | Diabetes Control and Detoxification, removal of toxins from the body | Aloe Vera, Neem and Harde (Haritaki) | 60 Capsules",B07GRFJGTB,https://www.amazon.in/dp/B07GRFJGTB,,1,1,1,A,0,1,0,1,C,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Capsules | Diabetes Control and Detoxification, removal of toxins from the body | Aloe Vera, Neem and Harde (Haritaki) | 60 Capsules (Pack of 2)",B07GRTZM2B,https://www.amazon.in/dp/B07GRTZM2B,,1,1,1,A,0,1,0,1,C,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,AADAR,Health & Personal Care,"AADAR Good Period for Hormone Balance, PCOS, Period Stress Relief and Mood Swings - 60 Capsules (Pack of 2)",B08KCW7FDC,https://www.amazon.in/dp/B08KCW7FDC,,1,1,1,A,0,1,0,1,C,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,AADAR,Health & Personal Care,"AADAR BALD NO MORE Hair Capsule for Men |Essential hair vitamins to support Hair Growth, Ayurvedic Hair Fall and Damage Control | Bhumi Amla, Bhringraj, Curry Leaf (60 capsules 500 mg) (Pack of 1)",B0B1575BFZ,https://www.amazon.in/dp/B0B1575BFZ,,1,1,1,A,0,1,0,1,C,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,AADAR,Health & Personal Care,AADAR ORTHO SURE | Joint & Muscle Pain Relief Capsules | 60 Capsules,B08V51MTGF,https://www.amazon.in/dp/B08V51MTGF,,1,1,1,A,0,1,0,0,C,1,1,3,1,1,0,4,6,1,1,1,0,acceptable,available,,63%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,AADAR,Health & Personal Care,AADAR Ayurvedic Combo Pack | Performance Oil & Straight Up Capsule (60 Capsules + 30 ml),B09P1HF32H,https://www.amazon.in/dp/B09P1HF32H,,1,1,0,B,1,1,1,0,B,1,1,1,0,0,0,1,3,1,0,0,0,acceptable,available,,27%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,AADAR,Health & Personal Care,"AADAR Ayurvedic ORTHO SURE Roll On and Oil Combo pack | Pain Relief for Knee, Back, Joints and Muscle | Roll on (10 ml) & Oil (100 ml)",B0B39B1Z9R,https://www.amazon.in/dp/B0B39B1Z9R,,1,1,1,A,1,1,1,1,A,1,0,3,1,1,1,4,5,1,1,1,1,acceptable,available,,78%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,AADAR,Health & Personal Care,"AADAR Ayurvedic ORTHO SURE Pack | Pain Relief Capsule (60 Capsules) and Roll On (10 ml) for Knee, Back, Joints and Muscle | Shallaki, Hadjod",B0B36F9JDW,https://www.amazon.in/dp/B0B36F9JDW,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,AADAR,Health & Personal Care,"AADAR Good Period for Hormone Balance, PCOS, Period Stress Relief and Mood Swings - 60 Capsules (Pack of 3)",B09NSL63GZ,https://www.amazon.in/dp/B09NSL63GZ,,1,1,1,A,1,1,1,1,A,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,AADAR,Health & Personal Care,AADAR STRAIGHT UP Oil | Modern Ayurvedic Solution with 10 herbs | Increase Power and Energy | Lavang & Babchi (30 ml) (pack of 3),B09W9DPD91,https://www.amazon.in/dp/B09W9DPD91,,1,1,1,A,1,1,1,0,B,1,0,2,0,1,0,2,3,1,0,1,0,acceptable,available,,37%,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,AADAR,Health & Personal Care,"AADAR ORTHO SURE Pain Oil | Ayurvedic Pain Relief Oil for Knee, Back, Joints and Muscle Pain | Shallaki, Hadjod, and Mahanarayan oil | 100 ml (Pack of 2)",B09B2L71SS,https://www.amazon.in/dp/B09B2L71SS,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,AADAR,Health & Personal Care,"AADAR NATURAL OMEGA 3 | Vegan Omega3 Fatty Acid & Immunity Supplement for Men and Women |Flaxseed, Arjuna, Walnut - No Fish Oil | 60 Capsules(Pack of 2)",B09QKY75D7,https://www.amazon.in/dp/B09QKY75D7,,1,1,1,A,1,1,1,1,A,1,3,2,0,1,1,2,6,1,0,1,1,acceptable,available,,73%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,AADAR,Health & Personal Care,AADAR STRAIGHT-UP Oil | Specially formulated for Men | Lavang & Babchi (30 ml) (pack of 1),B0BHWTFRHZ,https://www.amazon.in/dp/B0BHWTFRHZ,,1,1,1,A,1,1,1,0,B,1,0,2,0,0,0,2,3,1,0,0,0,acceptable,available,,27%,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,AADAR,Health & Personal Care,"AADAR WEIGHT NO MORE | Natural Fat Burn and Weight Loss Product for Men and Women | 120 Capsules (Pack of 3) | Garcinia, Triphala, Fenugreek (Methi)",B09QHQ98HF,https://www.amazon.in/dp/B09QHQ98HF,,1,1,1,A,1,1,1,1,A,1,3,2,0,1,1,2,6,1,0,1,1,acceptable,available,,73%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,AADAR,Health & Personal Care,"AADAR Immunity Pro | Ayurvedic Immunity boosters for Adults | Support Natural Immunity and Energy | Giloy, Amla, Ashwagandha | 60 Capsules (Pack of 2)",B08DJDKCZP,https://www.amazon.in/dp/B08DJDKCZP,,1,1,1,A,0-B,1,1,1,B,1,1,3,1,0,1,4,6,1,1,0,1,acceptable,available,,73%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,AADAR,Health & Personal Care,"AADAR ORTHO SURE Capsule | Ayurvedic Pain Relief Capsule for Knee, Back, Joints and Muscle Pain Relief | Shallaki, Hadjod, Nirgundi | 60 Capsules (Pack of 2)",B09M3QM5GG,https://www.amazon.in/dp/B09M3QM5GG,,1,1,1,A,1,1,1,0,B,1,2,3,1,1,0,4,7,1,1,1,0,acceptable,available,,69%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,AADAR,Health & Personal Care,"AADAR GOOD HERBS Hair Oil | Ayurvedic Hair Fall and Damage Control | Supports Hair Growth | Red Onion, Bhringraj, Hibiscus, Virgin Coconut | 100ml (Pack of 3)",B09SD46J4B,https://www.amazon.in/dp/B09SD46J4B,,1,1,1,A,0-B,1,1,1,B,1,2,4,1,1,1,5,8,1,1,1,1,acceptable,available,,94%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,AADAR,Health & Personal Care,AADAR Re-Lax Digestive Wellness & Jeevani Diabetes Care - 60 Capsules (Pack of 2),B07P6Y84V7,https://www.amazon.in/dp/B07P6Y84V7,,1,1,1,A,1,1,1,1,A,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,AADAR,Health & Personal Care,"AADAR Good Period Combo pack | Women's health | PCOS, Hormone Balance and Mood Swings | Good period capsules (60 Capsules) & Feminine Pain Relief Roll On (10 ml)",B0B396TRPX,https://www.amazon.in/dp/B0B396TRPX,,1,1,1,A,0-B,1,1,1,B,1,1,2,1,0,1,3,5,1,1,0,1,acceptable,available,,68%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,AADAR,Health & Personal Care,"AADAR ORTHO SURE Ayurvedic Pain Relief Capsule (60 capsules) and Oil - 100 ml for Knee, Back, Joints and Muscle Shallaki, Hadjod, and Mahanarayan Pack",B09M3MWL5Q,https://www.amazon.in/dp/B09M3MWL5Q,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,AADAR,Health & Personal Care,"AADAR Re-LAX Ayurvedic Constipation and Digestive Relief, 60 Capsules (Pack of 4) - Senna, Harad, Ajwain for Kabz, Gas, Indigestion and Bloating",B07TMPY6XZ,https://www.amazon.in/dp/B07TMPY6XZ,,1,1,1,A,0-B,1,1,1,B,1,2,3,1,2,1,4,7,1,1,1,1,acceptable,available,,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Powder – For Healthy Blood Sugar Levels 100 GM, with Neem and Aloe Vera (Pack of 3)",B07DMNBWP2,https://www.amazon.in/dp/B07DMNBWP2,,1,1,1,A,1,1,1,1,A,1,1,3,1,0,1,4,6,1,1,0,1,acceptable,available,,73%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,AADAR,Health & Personal Care,"AADAR ORTHO SURE Pain Oil | Ayurvedic Pain Relief Oil for Knee, Back, Joints and Muscle Pain | Shallaki, Hadjod, and Mahanarayan oil | 100 ml (Pack of 3)",B09SZBRKRW,https://www.amazon.in/dp/B09SZBRKRW,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,AADAR,Health & Personal Care,"AADAR FEMININE PAIN RELIEF ROLL ON for Women's health | PCOS, Hormone Balance and Mood Swings | Shatvari | Lavender | Shatpushpa |10 ml",B09XMYFP61,https://www.amazon.in/dp/B09XMYFP61,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,AADAR,Health & Personal Care,"AADAR FEMININE PAIN RELIEF ROLL ON for Women's health | PCOS, Period Pain relief, Hormone Balance| Shatvari | Lavender | Shatpushpa |10 ml (Pack of 2)",B0B1WTYDWP,https://www.amazon.in/dp/B0B1WTYDWP,,1,1,1,A,1,1,1,1,A,1,1,2,1,1,1,3,5,1,1,1,1,acceptable,available,,78%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,AADAR,Health & Personal Care,AADAR Performance Oil | Shilajit and Jaiphal | 30 ml (Pack of 1),B0BHWN6VJG,https://www.amazon.in/dp/B0BHWN6VJG,,1,1,1,A,1,1,1,0,B,1,1,3,0,0,0,3,5,1,0,0,0,acceptable,available,,38%,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,AADAR,Health & Personal Care,AADAR ORTHO SURE ROLL ON | Ayurvedic Joint & muscle pain relief | Shallaki & Hadjod | 10 ml (Pack of 2),B0B1WVB859,https://www.amazon.in/dp/B0B1WVB859,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,AADAR,Health & Personal Care,"Re-LAX for Constipation Relief, Acidity, Bowel Wellness and Gastric Problems, 90 GM… (Pack of 3)",B07DMQB9SQ,https://www.amazon.in/dp/B07DMQB9SQ,,0,1,1,B,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,AADAR,Health & Personal Care,"AADAR Natural Body Detox Pack (Re-Lax, 100 g and Jeevani, 100 g)",B07FSS6XY1,https://www.amazon.in/dp/B07FSS6XY1,,1,1,1,A,1,1,1,0,B,1,2,3,1,1,0,4,7,1,1,1,0,acceptable,available,,69%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,AADAR,Health & Personal Care,AADAR ORTHO SURE ROLL ON | Ayurvedic Joint & muscle pain relief | Shallaki & Hadjod | 10 ml,B09XHM9FXS,https://www.amazon.in/dp/B09XHM9FXS,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,AADAR,Health & Personal Care,AADAR ORTHO SURE ROLL ON | Ayurvedic Joint & muscle pain relief | Shallaki & Hadjod | 10 ml (Pack of 3),B0B1WWGRXG,https://www.amazon.in/dp/B0B1WWGRXG,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,AADAR,Health & Personal Care,AADAR ORTHO SURE ROLL ON | Ayurvedic Joint & muscle pain relief | Shallaki & Hadjod | 10 ml (Pack of 4),B0B39CC392,https://www.amazon.in/dp/B0B39CC392,,1,1,1,A,1,1,1,0,B,1,0,3,0,1,0,3,4,1,0,1,0,acceptable,available,,42%,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,AADAR,Health & Personal Care,"AADAR FEMININE PAIN RELIEF ROLL ON for Women's health | PCOS, Period Pain relief, Hormone Balance | Shatvari | Lavender | Shatpushpa |10 ml (Pack of 3)",B0B1WT8NJQ,https://www.amazon.in/dp/B0B1WT8NJQ,,1,1,1,A,1,1,1,1,A,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,AADAR,Health & Personal Care,"AADAR FEMININE PAIN RELIEF ROLL ON for Women's health | PCOS, Period Pain relief, Hormone Balance | Shatvari | Lavender | Shatpushpa |10 ml (Pack of 4)",B0B39FD1SL,https://www.amazon.in/dp/B0B39FD1SL,,1,1,1,A,1,1,1,1,A,1,0,3,1,0,1,4,5,1,1,0,1,acceptable,available,,68%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Powder – For Healthy Blood Sugar Levels 100 GM, with Neem and Aloe Vera (Pack of 2)",B07HL8982G,https://www.amazon.in/dp/B07HL8982G,,1,1,1,A,1,1,1,1,A,1,1,3,1,0,1,4,6,1,1,0,1,acceptable,available,,73%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,AADAR,Health & Personal Care,"AADAR ReLAX Constipation Relief Ayurvedic Powder for Kabz, Acidity, Bowel and Gastric Issues, 90 GM (Pack of 4) – Natural Laxative",B09NYFN9VY,https://www.amazon.in/dp/B09NYFN9VY,,0,1,1,B,0-T,1,1,1,B,1,1,1,0,1,1,1,3,1,0,1,1,acceptable,available,,57%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Capsules | Diabetes Control and Detoxification, removal of toxins from the body | Aloe Vera, Neem and Harde (Haritaki) | 60 Capsules (Pack of 3)",B07HL74B3T,https://www.amazon.in/dp/B07HL74B3T,,1,1,1,A,0-T,1,1,1,B,1,0,5,0,1,1,5,6,1,0,1,1,acceptable,available,,73%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,AADAR,Health & Personal Care,"AADAR Re LAX | Ayurvedic Constipation Relief, Acidity and Gas Remedy | helps in regulating bowel movements | 90 gm (Pack of 5) - Senna Laxative with Harad and Ajwain",B09NYGBXG7,https://www.amazon.in/dp/B09NYGBXG7,,1,1,1,A,0-T,1,1,1,B,1,1,3,1,1,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Capsules | Diabetes Control and Detoxification, removal of toxins from the body | Aloe Vera, Neem and Harde (Haritaki) | 60 Capsules (Pack of 4)",B09NSM18F9,https://www.amazon.in/dp/B09NSM18F9,,1,1,1,A,0-T,1,1,1,B,1,2,3,1,1,1,4,7,1,1,1,1,acceptable,available,,89%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,AADAR,Health & Personal Care,"AADAR Re LAX | Ayurvedic Constipation Relief, Acidity and Gas Remedy | helps in regulating bowel movements | 90 gm (Pack of 6) - Senna Laxative with Harad and Ajwain",B07DMRC5TS,https://www.amazon.in/dp/B07DMRC5TS,,1,1,1,A,1,1,1,1,A,1,1,3,1,2,1,4,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,AADAR,Health & Personal Care,"AADAR JEEVANI Ayurvedic Powder – For Healthy Blood Sugar Levels 100 GM, with Neem and Aloe Vera (Pack of 6)",B07DMSSDZ3,https://www.amazon.in/dp/B07DMSSDZ3,,1,1,1,A,1,1,1,1,A,1,1,3,0,0,1,3,5,1,0,0,1,acceptable,available,,58%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook GHAR WALE RAJMA Curry Paste, 250g Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 15 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free",B09W2PBQ9J,https://www.amazon.in/dp/B09W2PBQ9J,,1,1,0,B,1,1,1,1,A,1,2,1,2,1,1,3,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook HYDERABADI BIRYANI Curry Paste, 250g Serves 4-6 | Indian Masala Gravy| Made with Ghee | Ready in 30 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free",B09W2PFGC8,https://www.amazon.in/dp/B09W2PFGC8,,1,1,1,A,1,1,1,1,A,1,2,1,2,2,1,3,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook DAL MAKHANI Curry Paste 250gm, Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 15 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free",B0BBW1GZJK,https://www.amazon.in/dp/B0BBW1GZJK,,1,1,1,A,1,1,1,1,A,1,2,1,2,0,1,3,6,1,1,0,1,acceptable,available,,73%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready To Cook PUNJABI KADAI MASALA Mutton Curry, Chicken Curry and Fish Curry Paste, 250g Serves 4-6 | Made with Ghee | Ready in 15 minutes | No Preservatives | 100% Mom Approved | Gluten-Fre",B09W2PFRM6,https://www.amazon.in/dp/B09W2PFRM6,,1,1,1,A,1,1,1,0,B,1,2,1,2,1,0,3,6,1,1,1,0,acceptable,available,,63%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,Curryit,Grocery & Gourmet Foods,CURRYiT Ready to Cook CHETTINAD Mutton Chicken Meat and fish Masala Curry Paste 250g Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 15 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free,B09W2NMZ1C,https://www.amazon.in/dp/B09W2NMZ1C,,1,1,1,A,1,1,1,1,A,1,1,1,2,2,1,3,5,1,1,1,1,acceptable,available,,78%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook Purani Dilli Ke Chhole Curry Paste, 250g (pack of 1) Serves 4-6 |Indian Masala Gravy| Made with Ghee | Ready in 30 Minutes | No Preservatives | 100% Mom Approved",B09W2R5H84,https://www.amazon.in/dp/B09W2R5H84,,1,1,1,A,0-B,1,1,1,B,1,2,1,2,1,1,3,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook Butter Masala Curry Paste, 250g (pack of 1) Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 15 Minutes | No Preservatives | 100% Mom Approved",B09W2QMX2L,https://www.amazon.in/dp/B09W2QMX2L,,1,1,1,A,1,1,1,1,A,1,2,1,1,2,1,2,5,1,1,1,1,acceptable,available,,78%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,Curryit,Grocery & Gourmet Foods,CURRYiT Ready to Cook Curry Paste Meat IT UP Value Pack of 3 (250g Each) | Chettinad Masala Hyderabadi Biryani Punjabi Kadhai Masala Indian Masala Gravy| Made with Ghee | Ready in 30 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free,B09W2PF32L,https://www.amazon.in/dp/B09W2PF32L,,1,1,1,A,1,1,1,1,A,1,1,1,5,1,1,6,8,1,1,1,1,acceptable,available,,94%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,Curryit,Grocery & Gourmet Foods,CURRYiT Ready to Cook KOSHA MANGSHO Mutton Curry Chicken Curry and Fish Curry Paste 250g Serves 4-6 | Indian Masala Gravy| Made with Ghee | Ready in 30 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free,B09W2NYF26,https://www.amazon.in/dp/B09W2NYF26,,1,1,1,A,1,1,1,1,A,1,2,1,2,1,1,3,6,1,1,1,1,acceptable,available,,83%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook Bombay Pav Bhaji, 250g Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 30 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free",B0BGBPFGDM,https://www.amazon.in/dp/B0BGBPFGDM,,1,1,1,A,1,1,1,1,A,1,1,1,1,1,1,2,4,1,1,1,1,acceptable,available,,72%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,Curryit,Grocery & Gourmet Foods,"CURRYiT Ready to Cook Vegetarian Combo,Pack of 5 | Dal Makhani, Butter, Punjabi Kadai, Rajma, Dilli Ke Chhole Masala Gravy Paste | Made with Ghee | Ready in 15-30 Minutes | No Preservatives | 100% Mom Approved | Gluten-Free (250g Each, Serves 4-6 each)",B09W2P4D1P,https://www.amazon.in/dp/B09W2P4D1P,,1,1,1,A,1,1,1,1,A,1,0,3,5,4,1,8,9,1,1,1,1,acceptable,available,,100%,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Curryit,Grocery & Gourmet Foods,CURRYiT Ready to Cook Spicy Andhra Masala | Andhra style Chicken Curry and Fish Curry | 250g Serves 4-6 | Indian Masala Gravy | Made with Ghee | Ready in 30 Minutes | No Preservatives | Made with Guntur Chilly | Gluten-Free,B0BGBNMB8K,https://www.amazon.in/dp/B0BGBNMB8K,,1,1,1,A,1,1,1,1,A,1,1,1,2,0,1,3,5,1,1,0,1,acceptable,available,,68%,B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
